ETD,Date,Tot Daily Flt,departureoveralldelaytime,IROP,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Temp Dew Spread,Arr Gust Wx,Arr Gust Wy,Dep Drizzle,Dep Ice,TS,FZ Rain,Rain,Snow,Fog,Haze
1800,111,73,63,2,0.0,-13,34,63,0.0,1031,-8,10,5,1.275670334148210,-1.4674908504331700,1.0934317149841800,-1.2578493003712900,0.0,-21,2,69,0.0,1032,-18,10,3,1.9907142364561100,-6.942445581776750,0,0,0,0,0,0,0,0
1835,111,73,30,1,0.0,-13,34,63,0.0,1031,-8,10,5,1.275670334148210,-1.4674908504331700,1.0934317149841800,-1.2578493003712900,0.0,-21,2,69,0.0,1032,-18,10,3,1.9907142364561100,-6.942445581776750,0,0,0,0,0,0,0,0
1930,111,73,3,0,0.0,-12,41,65,0.0,1031,-8,10,4,1.6514329455053200,-1.4869569030196800,1.0321455909408300,-0.9293480643873030,0.0,-22,4,71,0.0,1032,-19,10,3,1.914148304284720,-6.675428444016100,0,0,0,0,0,0,0,0
2055,111,73,5,0,0.0,-12,48,67,0.0,1031,-8,10,4,1.8203378761977600,-1.2746143030023300,1.137711172623600,-0.7966339393764530,0.0,-22,5,72,0.0,1033,-19,10,3,2.030359060574560,-6.6410052497433000,0,0,0,0,0,0,0,0
900,113,67,2,0,0.2,-14,64,66,0.1,1034,-10,8,4,2.7182565064697300,4.5239385314833700,3.1474549022281100,5.238244615401800,0.0,-25,5,72,0.0,1037,-23,10,2,2.381020279728090,-1.4306613191946000,0,0,0,0,0,0,0,0
1020,113,67,17,1,0.2,-13,67,65,0.0,1034,-9,8,4,2.5000000000000000,4.330127018922190,2.916666666666670,5.051814855409230,0.0,-24,5,71,0.0,1036,-21,10,3,1.1736789069647300,-2.2073689821473200,0,0,0,0,0,0,0,0
1105,113,67,3,0,0.2,-13,71,64,0.0,1034,-9,9,4,2.28937876227437,4.130148617047150,2.8280561181036300,5.101948291646470,0.0,-23,6,70,0.0,1036,-20,10,3,-0.1017643593612810,-1.9417796509116700,0,0,0,0,0,0,0,0
1225,113,67,18,1,0.2,-13,75,63,0.0,1034,-9,9,4,2.216949046488930,4.1694747440560400,2.73858411625103,5.150527625010410,0.0,-21,6,68,0.0,1035,-18,10,3,-0.7564431041875380,-1.1648202332575300,0,0,0,0,0,0,0,0
1345,113,67,10,1,0.2,-13,67,62,0.0,1033,-8,9,5,1.891627082248110,3.7125271841182,2.5221694429974800,4.9500362454909300,0.0,-20,5,68,0.0,1035,-17,10,3,-1.3880428153043000,0.048471523197917600,0,0,0,0,0,0,0,0
1445,113,67,7,1,0.2,-13,58,62,0.0,1033,-8,8,5,1.5830069189605600,3.2456451671914400,2.4353952599393200,4.9933002572175900,0.0,-19,4,68,0.0,1034,-16,10,3,-0.5555555555555550,0.9622504486493760,0,0,0,0,0,1,0,0
1535,113,67,8,1,0.2,-13,50,61,0.0,1032,-8,8,5,1.291333577541030,2.7692737937231000,2.230485270298140,4.783291098248990,0.0,-18,4,68,0.0,1034,-15,10,3,0.5216350697621010,0.9810528809543630,0,0,0,0,0,0,0,0
1615,113,67,17,1,0.2,-13,34,60,0.0,1032,-8,9,5,1.3394673929666300,2.7463151414696800,2.313625496942350,4.743635244356720,0.0,-19,4,70,0.0,1033,-16,10,3,0.07262978562304840,0.830162248409788,0,0,0,0,0,0,0,0
1700,113,67,17,1,0.2,-13,17,60,0.0,1031,-8,9,5,1.5133016657984900,2.97002174729456,2.2699524986977300,4.4550326209418400,0.0,-19,4,72,0.0,1033,-16,10,3,-0.2575141619791230,0.7925470969126280,0,0,0,0,0,0,0,0
1845,113,67,0,0,0.2,-13,1,59,0.0,1031,-8,10,5,1.5649052092863000,2.9431586428630900,2.347357813929450,4.414737964294630,0.0,-19,4,74,0.0,1033,-17,10,2,-0.5576088386323820,0.6192873545644950,0,0,0,0,0,0,0,0
2055,113,67,12,1,0.2,-13,4,61,0.0,1031,-8,9,5,1.7507014064451100,3.1583489424478200,2.1547094233170500,3.8871986983973100,0.0,-20,9,79,0.0,1033,-18,10,2,-0.8206731275101730,-0.14470681472244200,0,0,0,0,0,1,0,0
2145,113,67,2,0,0.2,-13,6,61,0.0,1031,-8,9,5,1.8055555555555600,3.1273139581104700,2.083333333333330,3.608439182435160,0.0,-20,11,82,0.0,1033,-19,10,1,-0.6476216345474760,-0.5244336592081980,0,0,0,0,0,1,0,0
815,114,71,5,0,0.0,-11,93,70,0.0,1028,-7,10,4,-1.059020345862550,1.6307483265605500,-0.7564431041875380,1.1648202332575300,0.0,-22,24,75,0.0,1027,-19,10,3,-0.4872861745378950,-1.5938412599383900,0,0,0,0,0,0,0,0
930,114,71,5,0,0.0,-11,94,70,0.0,1028,-7,10,4,-1.6489824091930500,1.0303985693423400,-0.9422756623960290,0.5887991824813390,0.0,-21,24,72,0.0,1027,-18,10,3,-0.4032031593327800,-1.6171595437933300,0,0,0,0,0,0,0,0
1745,114,71,0,2,0.0,-8,70,67,0.0,1024,-4,10,4,-1.134976249348870,-2.22751631047092,-1.3871931936486200,-2.7225199350200100,0.0,-15,74,71,0.0,1023,-12,10,3,-3.151728585331060,-1.0852271815238600,0,0,0,0,0,0,0,0
1835,114,71,0,0,0.0,-8,67,70,0.0,1024,-4,10,4,-0.6650391675776900,-1.8271800959726000,-1.2350727397871400,-3.3933344639491100,0.0,-15,81,72,0.0,1022,-12,10,3,-3.5321996693165200,-0.7507922168419080,0,0,0,0,0,0,0,0
830,115,62,11,1,0.0,-5,100,80,0.0,1023,-4,10,1,-0.8064063186655600,-3.234319087586660,-1.478411584220190,-5.9295849939088700,0.4,-10,100,88,0.0,1019,-10,6,0,-2.3296404665150700,-1.5128862083750800,0,0,0,0,0,1,0,0
1125,115,62,1,0,0.0,-4,100,77,0.0,1022,-2,10,2,-1.3936531371206100,-3.630590547489120,-2.190026358332390,-5.7052137174829000,0.4,-9,100,84,0.0,1019,-8,9,1,-2.0882058239686900,-0.7600447629459300,0,0,0,0,0,1,0,0
1330,115,62,0,0,0.0,-5,100,74,0.0,1021,-1,10,4,-1.6435154623249400,-3.5245302829203000,-2.7000611166766900,-5.790299750511930,0.4,-8,100,82,0.0,1018,-6,9,2,-2.4257393156899900,-0.6048047389991690,0,0,0,0,0,1,0,0
1700,115,62,6,1,0.0,-5,100,73,0.0,1018,-2,10,3,-1.9135973430643500,-3.062395902787090,-3.9743944817490400,-6.360360721173190,0.4,-6,100,83,0.1,1016,-5,6,1,-3.96273548456314,-1.2875708098956200,0,0,0,0,0,1,0,0
1745,115,62,7,1,0.0,-5,100,73,0.0,1018,-2,10,3,-1.9135973430643500,-3.062395902787090,-3.9743944817490400,-6.360360721173190,0.4,-6,100,83,0.1,1016,-5,6,1,-3.96273548456314,-1.2875708098956200,0,0,0,0,0,1,0,0
1835,115,62,43,2,0.0,-5,100,74,0.0,1018,-2,10,3,-2.0193077069777000,-2.9937467897820900,-4.349278138105810,-6.448070008761430,0.4,-6,100,85,0.1,1016,-6,5,0,-4.4085742362367900,-1.6922930950750300,0,0,0,0,0,0,0,0
2155,115,62,5,0,0.0,-5,99,78,0.0,1017,-2,7,3,-2.173220916937950,-2.8839615640596700,-5.516637712227110,-7.320825508766850,0.4,-7,96,89,0.0,1014,-9,7,2,-5.742295295800240,-2.8007045489302100,0,0,0,0,0,0,0,0
650,116,63,3,0,0.1,-5,100,80,0.0,1014,-3,5,2,-2.372630417942170,-5.3290151695818400,-4.632278435029950,-10.404267712040700,0.5,-5,88,88,0.1,1008,-5,5,0,-7.516690822197030,-7.009427589531230,0,0,0,0,0,1,0,0
920,116,63,10,1,0.1,-6,95,72,0.0,1016,-2,8,4,-0.12604515760260300,-7.2211222427961600,-0.20361140843497400,-11.664889776824600,0.5,-5,89,83,0.1,1007,-4,3,1,-7.010378666512790,-10.011858319087700,0,0,0,0,1,1,0,0
1125,116,63,4,0,0.1,-9,87,59,0.1,1017,-2,7,7,2.7873062742412200,-7.261181094978240,3.981866106058880,-10.373115849968900,0.5,-8,90,76,0.1,1009,-5,2,3,-2.9568231684403800,-11.859169987817700,0,0,0,0,0,1,0,0
1545,116,63,20,1,0.1,-13,52,50,0.0,1020,-5,9,8,5.284919955756860,-6.079604951794550,5.831635813248950,-6.708529601980200,0.5,-16,66,60,0.0,1015,-11,7,5,4.7452608358843400,-10.658030339163700,0,0,0,0,0,1,0,0
1745,116,63,0,0,0.1,-12,19,57,0.0,1021,-7,10,5,4.875691344127800,-4.546655733749990,5.688306568149110,-5.3044316893749900,0.5,-17,53,61,0.0,1018,-12,9,5,4.627250993884710,-9.48727048871343,0,0,0,0,0,0,0,0
1925,116,63,0,0,0.1,-12,3,64,0.0,1023,-8,10,4,4.494538857638600,-3.2654736238470700,5.393446629166320,-3.9185683486164900,0.5,-18,36,63,0.0,1021,-13,10,5,4.161579580945840,-8.167559805060040,0,0,0,0,0,0,0,0
730,117,72,9,1,0.0,-14,25,68,0.0,1029,-10,10,4,-0.6243443223598540,1.545306424277980,-0.7284017094198290,1.8028574949909800,0.0,-20,14,83,0.0,1030,-19,10,1,-1.1158947019095300,-3.4343707532880500,0,0,0,0,0,0,0,0
830,117,72,34,2,0.0,-14,32,68,0.0,1029,-10,10,4,-0.9559607272517430,1.36525340714832,-1.433941090877620,2.04788011072248,0.0,-20,16,85,0.0,1030,-19,10,1,-1.2486886447197100,-3.0906128485559600,0,0,0,0,0,0,0,0
1030,117,72,11,1,0.0,-13,51,68,0.0,1028,-9,10,4,-1.2578493003712900,1.0934317149841800,-2.515698600742570,2.1868634299683600,0.0,-18,21,84,0.0,1030,-17,10,1,-1.7481121973606600,-2.1587387818249200,0,0,0,0,0,0,0,0
1135,117,72,4,0,0.0,-12,61,68,0.0,1027,-8,10,4,-1.4895308616202300,1.2498647966127200,-2.7662716001518700,2.321177479423610,0.0,-17,24,80,0.0,1030,-16,10,1,-1.9151111077974400,-1.606969024216350,0,0,0,0,0,0,0,0
1240,117,72,9,1,0.0,-11,72,69,0.0,1027,-7,10,4,-1.726991025459940,1.3984897578885300,-3.2381081727373800,2.6221682960409900,0.0,-17,27,76,0.0,1030,-15,10,2,-1.9621057619087300,-1.0432701395242000,0,0,0,0,0,0,0,0
1700,117,72,13,1,0.0,-9,62,72,0.0,1023,-5,10,4,-2.3746126600074100,1.9229234170967300,-3.2381081727373800,2.6221682960409900,0.0,-17,22,72,0.0,1027,-14,10,3,-2.5904865381899000,2.0977346368327900,0,0,0,0,0,0,0,0
1835,117,72,40,2,0.0,-9,67,70,0.0,1022,-6,10,3,-2.44027516958895,1.838879237409040,-3.1058047612950300,2.340391756702410,0.0,-18,15,72,0.0,1026,-15,10,3,-2.122557855500600,2.9214502574650900,0,0,0,0,0,0,0,0
1930,117,72,0,2,0.0,-9,78,70,0.0,1020,-7,10,2,-2.407810636020540,1.8811878412728400,-2.8455943880242700,2.2232219942315400,0.0,-19,15,71,0.0,1026,-16,10,3,-1.7609094239195800,3.776282445986040,0,0,0,0,0,0,0,0
2055,117,72,3,0,0.0,-8,89,69,0.0,1019,-8,10,0,-2.3746126600074100,1.9229234170967300,-2.5904865381899000,2.0977346368327900,0.0,-20,14,70,0.0,1025,-18,10,2,-1.150306867122320,4.29300367239586,0,0,0,0,0,0,0,0
920,118,72,3,0,0.7,-6,66,77,0.0,1016,-3,7,3,1.3394673929666300,-2.7463151414696800,2.5571650229362900,-5.242965270078470,2.8,-15,100,80,0.3,1015,-13,2,2,0.7507922168419090,3.5321996693165200,0,0,0,0,0,1,0,0
1030,118,72,16,1,0.7,-6,62,74,0.0,1016,-3,8,3,1.4687712111070600,-3.2989141525982800,2.485612818796560,-5.582777796704780,2.8,-15,98,79,0.1,1015,-12,2,3,-0.6360299845884830,3.2720906114922100,0,0,0,0,0,1,0,0
1345,118,72,6,1,0.7,-7,64,64,0.0,1018,-2,10,5,1.9770903541395400,-4.893470343546930,2.497377289439410,-6.181225697111920,2.8,-12,90,77,0.3,1015,-10,3,2,-2.62644048777588,-0.9043559846032130,0,0,0,0,1,1,0,0
1530,118,72,0,0,0.7,-8,82,59,0.0,1019,-2,10,6,2.2892625153194600,-5.666123555685920,2.705492063559360,-6.6963278385379100,2.8,-11,83,76,0.5,1016,-9,5,2,1.805555555555560,-3.1273139581104700,0,0,0,0,0,0,0,0
1600,118,72,19,1,0.7,-8,82,60,0.0,1020,-2,10,6,2.4652731934874100,-5.286795424380460,3.0522430014606100,-6.545556239709140,2.8,-12,77,75,0.2,1017,-9,6,3,2.502396525545690,-4.004671565183120,0,0,0,0,0,1,0,0
1700,118,72,0,0,0.7,-9,82,60,0.0,1020,-3,10,6,2.6081753488105000,-4.905264404771820,3.3906279534536500,-6.3768437262033600,2.8,-12,72,74,0.0,1018,-9,8,3,3.177061037587660,-4.892244979681640,0,0,0,0,0,1,0,0
1800,118,72,4,0,0.7,-9,82,61,0.0,1021,-4,10,5,2.718256506469730,-4.52393853148337,3.5766532979864900,-5.9525506993202200,2.8,-13,66,73,0.0,1019,-10,10,3,3.883284051880180,-5.75720536496557,0,0,0,0,0,1,0,0
1000,119,22,27,1,6.0,-16,100,69,0.1,1029,-12,3,4,4.255802461772100,3.5710422760363300,4.894172831037920,4.106698617441780,0.2,-27,83,62,0.0,1032,-22,10,5,-3.8740904925790100,-0.3389389995742250,0,0,0,0,0,0,0,0
1205,119,22,26,1,6.0,-15,100,71,0.7,1028,-12,2,3,3.644772383280600,4.1928310012376200,4.373726859936720,5.031397201485150,0.2,-26,93,59,0.0,1031,-21,10,5,2.1746390690529000,3.2240350043807200,0,0,0,0,0,0,0,0
1300,119,22,0,0,6.0,-15,100,73,0.4,1027,-12,2,3,3.7495943898381500,4.468592584860710,4.4638028450454100,5.319753077215130,0.2,-25,94,59,0.0,1031,-20,9,5,1.891627082248110,3.7125271841182,0,0,0,0,0,0,0,0
1415,119,22,9,1,6.0,-15,100,74,0.8,1025,-12,2,3,4.020658053929520,4.965099198197310,4.545091713137720,5.612720832744790,0.2,-25,96,58,0.0,1031,-19,9,6,1.4469695753651400,4.202304780441410,0,0,0,0,0,0,0,0
900,120,65,16,1,0.0,-20,87,73,0.0,1019,-18,7,2,9.627606223876380,-1.353071814889530,10.727904078033700,-1.5077085937340500,12.8,-23,100,76,2.0,1018,-21,2,2,6.953878909250910,2.80954945061934,0,0,0,0,0,1,0,0
1020,120,65,0,2,0.0,-19,74,72,0.0,1020,-17,6,2,9.300962111781960,-1.6400105668543500,10.668750657632300,-1.881188591391760,12.8,-23,100,75,1.0,1017,-20,2,3,4.3492781381058100,6.448070008761440,0,0,0,0,0,1,0,0
1105,120,65,0,2,0.0,-19,62,71,0.0,1021,-16,6,3,8.661067242535420,-1.9995649275010200,10.285017350510800,-2.3744833514074700,12.8,-23,100,74,0.7,1016,-20,2,3,4.76251533001749e-16,7.777777777777780,0,0,0,0,0,1,0,1
1345,120,65,1,0,0.0,-18,41,70,0.0,1023,-15,6,3,7.397106237851190,-2.403465511805150,10.03892989422660,-3.2618460517355600,12.8,-23,100,73,0.5,1013,-20,2,3,-7.5697461118864800,-2.7551622656790000,0,0,0,0,0,1,0,0
1445,120,65,0,0,0.0,-17,32,69,0.0,1025,-14,8,3,6.828745268217290,-2.35132555996836,10.24311790232590,-3.5269883399525400,12.8,-23,100,72,0.6,1011,-20,2,3,0.8710705272304420,-8.287682461402280,0,0,0,0,0,1,0,0
1535,120,65,42,2,0.0,-17,23,68,0.0,1026,-13,10,4,5.964541613732120,-2.2895730109838700,10.113787953719700,-3.882319453407430,12.8,-23,100,72,0.8,1010,-20,2,3,8.54692519468916,-1.0494304570998900,0,0,0,0,0,1,0,0
1615,120,65,7,1,0.0,-18,21,67,0.0,1026,-13,10,5,6.223869509981340,-2.3891196636353400,10.373115849968900,-3.981866106058900,12.8,-23,100,72,0.4,1011,-20,2,3,8.753846693441850,-1.5435393570393900,0,0,0,0,0,1,0,1
1700,120,65,7,1,0.0,-19,19,66,0.0,1025,-13,10,6,6.223869509981340,-2.3891196636353400,10.373115849968900,-3.981866106058900,12.8,-23,100,72,0.1,1012,-20,2,3,8.931725593864650,-2.0620513314854300,0,0,0,0,0,1,0,0
1745,120,65,66,2,0.0,-19,19,66,0.0,1025,-13,10,6,6.223869509981340,-2.3891196636353400,10.373115849968900,-3.981866106058900,12.8,-23,100,72,0.1,1012,-20,2,3,8.931725593864650,-2.0620513314854300,0,0,0,0,0,1,0,0
1845,120,65,93,2,0.0,-19,18,66,0.0,1025,-14,10,5,6.483197406230570,-2.488666316286810,10.632443746218100,-4.08141275871037,12.8,-23,100,72,0.1,1014,-20,2,3,9.390945533365940,-2.516296271830060,0,0,0,0,0,1,0,0
2055,120,65,39,2,0.0,-22,22,64,0.0,1025,-15,10,7,6.786668927898230,-2.4701454795742700,10.702054847839500,-3.895229410097890,12.8,-24,100,69,0.1,1017,-21,3,3,9.076476368722790,-3.484132842801540,0,0,0,0,0,1,0,0
2145,120,65,21,1,0.0,-23,24,64,0.0,1025,-16,10,7,7.091389316994870,-2.4417611584286800,10.768405999881100,-3.7078595368731800,12.8,-25,100,67,0.1,1019,-22,3,3,9.13545457642601,-4.0673664307580000,0,0,0,0,0,0,0,0
645,121,71,4,0,0.0,-24,5,71,0.0,1025,-22,10,2,7.804317055037820,-3.639212809433810,10.07008652262940,-4.6957584637855500,0.8,-30,100,65,0.2,1023,-26,2,4,8.08602467736699,-6.7849803244690300,0,0,0,0,0,1,0,0
725,121,71,72,2,0.0,-24,10,71,0.0,1026,-21,10,3,7.300812728906340,-3.404424886244530,9.818334359563700,-4.578364502190920,0.8,-30,99,64,0.1,1023,-26,2,4,8.08602467736699,-6.7849803244690300,0,0,0,0,0,1,0,0
815,121,71,11,1,0.0,-23,15,72,0.0,1027,-20,10,3,6.797308402774870,-3.16963696305525,9.566582196497970,-4.4609705405962800,0.8,-30,98,63,0.2,1023,-26,2,4,8.298814800455600,-6.963532438270850,0,0,0,0,0,1,0,0
930,121,71,19,1,0.0,-22,20,72,0.0,1029,-20,10,2,6.545556239709140,-3.052243001460610,9.314830033432240,-4.343576579001640,0.8,-30,97,61,0.2,1023,-26,1,4,8.385662002475240,-7.289544766561190,0,0,0,0,0,1,0,0
1030,121,71,5,0,0.0,-22,35,69,0.0,1030,-18,10,4,5.641054065487590,-2.9994016511320800,8.584212708350680,-4.564306860418380,0.8,-29,92,60,0.1,1023,-24,1,5,8.176020452413360,-7.107306147397160,0,0,0,0,0,1,0,0
1135,121,71,90,2,0.0,-21,50,66,0.0,1031,-17,10,4,4.762040559456180,-2.861322638389190,7.857366923102690,-4.721182353342170,0.8,-28,86,59,0.1,1023,-23,0,5,8.176020452413360,-7.107306147397160,0,0,0,0,0,1,0,0
1325,121,71,51,2,0.0,-21,66,61,0.0,1032,-15,10,6,3.771334353001110,-2.8419042759957800,6.877139114296130,-5.1822960326981900,0.8,-26,69,58,0.0,1024,-21,1,5,7.719844628202360,-7.1988715784374800,0,0,0,0,0,0,0,0
1415,121,71,9,1,0.0,-21,65,58,0.0,1033,-15,10,6,3.5639063510519800,-3.0980565257885100,6.289246501856430,-5.467158574920900,0.8,-26,57,58,0.0,1025,-21,2,5,7.59303122579687,-7.332505021511640,0,0,0,0,0,0,0,0
1545,121,71,14,1,0.0,-20,65,56,0.0,1033,-14,10,6,3.3391153556031400,-3.3391153556031400,5.892556509887900,-5.892556509887900,0.8,-25,45,58,0.0,1026,-20,3,5,7.463904912524670,-7.463904912524670,0,0,0,0,0,0,0,0
2055,121,71,3,0,0.0,-19,9,67,0.0,1034,-14,10,5,2.683578536446150,-2.416304967406990,4.954298836515960,-4.460870709059050,0.8,-26,17,62,0.0,1025,-21,10,5,6.01815023152048,-7.986355100472930,0,0,0,0,0,0,0,0
2155,121,71,5,0,0.0,-18,1,70,0.0,1035,-15,10,3,2.515698600742570,-2.1868634299683600,4.6121141013613800,-4.009249621608660,0.8,-26,16,64,0.0,1025,-21,10,5,5.877852522924730,-8.090169943749480,0,0,0,0,0,0,0,0
650,122,64,8,1,0.0,-17,16,86,0.0,1037,-16,10,1,-0.3248574496919300,-1.062560839958930,-0.7309292618068430,-2.3907618899075900,0.0,-28,0,71,0.0,1035,-25,10,3,1.3860779387850600,-6.520984004892040,0,0,0,0,0,0,0,0
730,122,64,24,1,0.0,-16,20,85,0.0,1036,-15,10,1,-0.776656810376038,-1.151441072993110,-1.3979822586768700,-2.0725939313876000,0.0,-28,4,70,0.0,1035,-24,10,4,0.106653594894508,-6.110180359289060,0,0,0,0,0,0,0,0
830,122,64,12,1,0.0,-15,24,85,0.0,1035,-14,10,1,-1.4895308616202400,-1.2498647966127200,-1.9151111077974400,-1.606969024216350,0.0,-27,8,69,0.0,1035,-24,10,3,-0.8690803613346170,-5.487157447750760,0,0,0,0,0,0,0,0
1030,122,64,8,1,0.0,-14,44,83,0.0,1033,-12,10,2,-3.009134800870640,-0.5305916539822880,-3.009134800870640,-0.5305916539822880,0.0,-25,17,67,0.0,1034,-22,10,3,-1.8916270822481100,-3.7125271841182,0,0,0,0,0,0,0,0
1125,122,64,6,1,0.0,-13,61,80,0.0,1031,-11,10,2,-3.879415751010430,0.2712751756715990,-3.3252135008660800,0.2325215791470850,0.0,-23,22,67,0.0,1032,-19,10,4,-2.0193077069777000,-2.9937467897820900,0,0,0,0,0,0,0,0
1330,122,64,12,1,0.0,-11,78,74,0.0,1028,-8,10,3,-4.244305218634960,2.0700859709484200,-3.744975192913200,1.8265464449544900,0.0,-20,29,66,0.0,1029,-16,10,4,-2.3406913539746600,-1.9640732518199800,0,0,0,0,0,0,0,0
1700,122,64,9,1,0.0,-10,54,67,0.0,1022,-6,10,4,-3.5355339059327400,3.5355339059327400,-3.731952456262330,3.7319524562623300,0.0,-18,67,71,0.0,1027,-14,10,4,-3.3084871721377400,0.4062311446838250,0,0,0,0,0,0,0,0
1925,122,64,23,1,0.0,-8,45,68,0.0,1020,-7,10,1,-3.7211618920317400,2.9072903001489400,-4.596729396039210,3.5913586060663400,0.0,-17,85,74,0.0,1026,-15,10,2,-3.297964818386100,2.060797138684690,0,0,0,0,0,0,0,0
2055,122,64,5,0,0.0,-7,47,70,0.0,1019,-8,10,1,-4.130148617047150,2.28937876227437,-5.344898210296310,2.9627254570609500,0.0,-17,85,74,0.0,1025,-16,10,1,-3.0473070900798800,2.841659833593740,0,0,0,0,0,0,0,0
2155,122,64,36,2,0.0,-7,50,71,0.0,1018,-9,10,2,-4.149246339987560,1.592746442423560,-5.9645416137321200,2.2895730109838600,0.0,-17,86,73,0.0,1024,-17,10,0,-2.612378899077660,3.5956310861108800,0,0,0,0,0,0,0,0
650,123,64,0,2,0.0,0,100,89,0.5,1010,1,7,1,-5.150527625010410,-2.73858411625103,-8.093686267873500,-4.303489325537330,1.8,-10,100,87,1.4,1017,-9,5,1,-5.92367462639892,2.39331990237944,0,0,0,0,1,2,0,0
730,123,64,101,2,0.0,0,100,90,0.3,1009,1,6,1,-5.2867954243804600,-2.465273193487410,-8.307821381169290,-3.874000732623080,1.8,-10,100,87,0.7,1017,-9,6,1,-6.520984004892040,1.3860779387850600,0,0,0,0,1,2,0,0
830,123,64,38,2,0.0,0,100,91,0.6,1009,1,5,1,-5.666123555685920,-2.2892625153194600,-8.24163426281589,-3.329836385919220,1.8,-9,100,87,0.2,1017,-9,6,0,-6.662605513460640,0.2326633113500050,0,0,0,0,1,2,0,0
920,123,64,0,2,0.0,1,100,91,0.8,1008,1,4,0,-5.778169073106940,-1.989583166127070,-8.141965512105230,-2.8035035522699600,1.8,-9,100,87,0.2,1017,-9,7,0,-6.876861588483130,-0.9664798677782330,0,0,0,0,1,2,0,0
1030,123,64,69,2,0.0,0,100,89,0.4,1008,1,5,1,-5.778169073106940,-1.989583166127070,-8.667253609660400,-2.9843747491906000,1.8,-8,100,87,0.1,1016,-8,6,0,-6.8389427292514400,-1.2058901226870200,0,0,0,0,1,2,0,0
1125,123,64,58,2,0.0,0,100,88,1.3,1009,1,6,1,-5.778169073106940,-1.989583166127070,-8.92989765843799,-3.0748103476509300,1.8,-8,100,87,0.3,1016,-7,6,1,-6.8168554406087800,-1.3250624678926700,0,0,0,0,1,2,1,0
1225,123,64,6,1,0.0,0,100,86,1.7,1009,1,7,1,-5.778169073106940,-1.989583166127070,-9.455185755993170,-3.2556815445715700,1.8,-7,100,87,0.4,1015,-6,5,1,-6.495800431901570,-1.4996736956257700,0,0,0,0,1,2,1,0
1330,123,64,31,2,0.0,-1,100,83,0.8,1010,1,7,2,-5.445885821233680,-2.0904797056809200,-10.373115849968900,-3.981866106058890,1.8,-7,100,87,0.2,1013,-6,6,1,-6.58458893730092,-1.0428964336015400,0,0,0,0,1,2,1,0
1545,123,64,13,1,0.0,-2,100,79,1.1,1012,1,8,3,-4.6025242672622000,-1.953655642446370,-12.273398046032500,-5.209748379856980,1.8,-7,100,88,0.4,1011,-6,9,1,-6.387915830165830,-0.11150148557153200,0,0,0,0,1,2,1,0
1700,123,64,39,2,0.0,-4,100,76,0.5,1013,-1,9,3,-4.091132682010850,-1.7365827932856600,-13.551877009160900,-5.752430502758750,1.8,-5,100,91,0.7,1008,-5,6,0,-7.38605814759156,1.3023613325019800,0,0,0,0,0,1,0,0
1745,123,64,2,0,0.0,-4,100,76,0.5,1013,-1,9,3,-4.091132682010850,-1.7365827932856600,-13.551877009160900,-5.752430502758750,1.8,-5,100,91,0.7,1008,-5,6,0,-7.38605814759156,1.3023613325019800,0,0,0,0,0,1,0,0
1835,123,64,28,1,0.0,-4,100,75,0.7,1014,-2,9,2,-3.8354368893851700,-1.6280463687053100,-14.063268594412300,-5.969503351919460,1.8,-4,100,93,0.9,1007,-5,5,1,-7.476479857298040,2.143846100798890,0,0,0,1,2,1,1,0
1925,123,64,36,2,0.0,-5,99,76,0.3,1015,-2,9,3,-3.465025371843650,-1.7655186100982400,-13.117596050551000,-6.683749023943320,1.8,-3,100,94,0.5,1006,-6,4,3,-8.11975053987696,1.8745921195322100,0,0,0,1,2,1,1,0
2055,123,64,0,2,0.0,-5,99,78,0.1,1016,-3,8,2,-3.333428391619330,-2.002925846872430,-12.381305454586100,-7.439438859811890,1.8,-3,100,94,0.5,1006,-7,4,4,-8.480288984271790,1.4953037521319000,0,0,0,1,2,1,1,0
2155,123,64,0,2,0.0,-6,98,79,0.1,1016,-4,7,2,-3.18559128334608,-2.2305750302540700,-11.377111726236,-7.966339393764530,1.8,-2,100,95,0.6,1006,-8,4,6,-8.822632459033970,1.0832830524902000,0,0,0,1,1,0,1,0
730,124,75,48,2,0.7,-8,98,87,0.3,1016,-6,6,2,1.7663975474440200,-2.826826987188090,2.943995912406690,-4.7113783119801500,8.7,-2,100,88,0.8,1001,-1,7,1,-3.4962243947213200,-4.317477563649840,0,0,0,0,1,0,1,0
830,124,75,45,2,0.7,-7,97,86,0.0,1015,-6,8,1,2.006050077173490,-2.6621183668243100,3.3434167952891500,-4.436863944707180,8.7,-3,100,87,1.7,1001,-2,6,1,-2.5221694429974800,-4.9500362454909300,0,0,0,0,1,0,1,0
920,124,75,37,2,0.7,-7,96,86,0.0,1015,-5,10,2,2.4627718557812400,-2.6409994780692300,3.9783237670312400,-4.266229926111830,8.7,-4,100,86,2.3,1001,-2,5,2,-1.3659894047077500,-5.097941860970080,0,0,0,0,1,0,1,0
