Tot Daily Flt,sdt,sat,departureoveralldelaytime,IROP,date_time,Sched departure,Sched arrival,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Dep Snow,Dep Rain,Dep Fog,Dep Moderate,Dep FZ Rain,Dep Heavy,Dep TS,Dep Haze,Dep Drizzle,Dep Ice,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Snow,Arr Rain,Arr Fog,Arr Moderate,Arr FZ Rain,Arr Heavy,Arr TS,Arr Haze,Arr Temp Dew Spread,Arr Wx,Arr Wy,Arr Gust Wx,Arr Gust Wy
72,2/7/19 8:30,2/7/19 9:29,10,1,2019-02-07 08:00:00,2019-02-07 08:30:00,2019-02-07 09:29:00,0.0,-6,100,80,0.0,1019,-3,10,0,0,0,0,0,0,0,0,0,0,3,2.347357813929454,4.414737964294634,2.347357813929454,4.414737964294634,0.7,-9,100,85,0.1,1021,-8,8,0,0,0,0,0,0,0,0,1,0.9442185939234505,2.906006022012969,1.5450849718747373,4.755282581475767
72,2/7/19 9:20,2/7/19 10:19,30,1,2019-02-07 09:00:00,2019-02-07 09:20:00,2019-02-07 10:19:00,0.0,-5,100,82,0.0,1019,-3,10,0,0,1,0,0,0,0,0,0,0,2,1.8913864003779741,4.927230028735232,1.791839747726502,4.667902132486009,0.7,-9,100,85,0.1,1020,-7,8,0,0,0,0,0,0,0,0,2,0.8064063186655597,3.234319087586655,1.1424089514428761,4.581952040747761
73,2/8/19 10:30,2/8/19 11:29,3,0,2019-02-08 10:00:00,2019-02-08 10:30:00,2019-02-08 11:29:00,0.0,-9,87,61,0.0,1015,-3,6,0,0,0,0,0,0,0,0,0,0,6,-4.266352869459001,-10.559593899232857,-5.515041514178709,-13.650206747788813,1.3,-4,80,77,0.3,1006,-1,8,1,0,0,0,0,0,0,0,3,-7.661215660065355,-5.985597676777228,-9.850134420084029,-7.695768441570723
73,2/8/19 13:45,2/8/19 14:44,23,1,2019-02-08 13:00:00,2019-02-08 13:45:00,2019-02-08 14:44:00,0.0,-11,98,54,0.0,1018,-5,6,0,0,0,0,0,0,0,0,0,0,6,-3.4110032217652653,-11.156888819568746,-4.223146845995091,-13.813290919466066,1.3,-8,72,67,0.0,1008,-4,8,0,0,0,0,0,0,0,0,4,-6.057923120933097,-8.981240369346283,-6.679248569233927,-9.902393227740772
73,2/8/19 16:00,2/8/19 16:59,9,1,2019-02-08 16:00:00,2019-02-08 16:00:00,2019-02-08 16:59:00,0.0,-13,92,51,0.0,1021,-6,6,0,0,0,0,0,0,0,0,0,0,7,-2.17310244734399,-11.179642922598394,-2.756129933216768,-14.179059316466256,1.3,-13,79,58,0.0,1011,-6,5,0,0,0,0,0,0,0,0,7,-4.406313633321168,-9.896742457794845,-5.197190439301891,-11.673080847655458
73,2/8/19 16:30,2/8/19 17:29,0,2,2019-02-08 16:00:00,2019-02-08 16:30:00,2019-02-08 17:29:00,0.0,-13,92,51,0.0,1021,-6,6,0,0,0,0,0,0,0,0,0,0,7,-2.17310244734399,-11.179642922598394,-2.756129933216768,-14.179059316466256,1.3,-13,79,58,0.0,1011,-6,5,0,0,0,0,0,0,0,0,7,-4.406313633321168,-9.896742457794845,-5.197190439301891,-11.673080847655458
73,2/8/19 17:00,2/8/19 17:59,17,1,2019-02-08 17:00:00,2019-02-08 17:00:00,2019-02-08 17:59:00,0.0,-14,91,52,0.0,1023,-7,6,0,0,0,0,0,0,0,0,0,0,7,-1.585026983156295,-11.27805300511233,-2.048937319689845,-14.578946567584229,1.3,-14,76,57,0.1,1012,-7,4,0,0,0,0,0,0,0,0,7,-3.705218219361418,-10.18000339184734,-4.2752517915708665,-11.746157759823852
73,2/8/19 17:30,2/8/19 18:29,0,2,2019-02-08 17:00:00,2019-02-08 17:30:00,2019-02-08 18:29:00,0.0,-14,91,52,0.0,1023,-7,6,0,0,0,0,0,0,0,0,0,0,7,-1.585026983156295,-11.27805300511233,-2.048937319689845,-14.578946567584229,1.3,-14,76,57,0.1,1012,-7,4,0,0,0,0,0,0,0,0,7,-3.705218219361418,-10.18000339184734,-4.2752517915708665,-11.746157759823852
73,2/8/19 18:00,2/8/19 18:59,47,2,2019-02-08 18:00:00,2019-02-08 18:00:00,2019-02-08 18:59:00,0.0,-14,89,52,0.0,1024,-7,5,0,0,0,0,0,0,0,0,0,0,7,-1.0168169987226796,-11.62227147773703,-1.2831262126738574,-14.666199721906253,1.3,-15,74,55,0.1,1013,-8,2,1,0,0,0,0,0,0,0,7,-2.986071354684155,-10.413668372665123,-3.445466947712486,-12.015771199228988
73,2/8/19 18:35,2/8/19 19:34,27,1,2019-02-08 18:00:00,2019-02-08 18:35:00,2019-02-08 19:34:00,0.0,-14,89,52,0.0,1024,-7,5,0,0,0,0,0,0,0,0,0,0,7,-1.0168169987226796,-11.62227147773703,-1.2831262126738574,-14.666199721906253,1.3,-15,74,55,0.1,1013,-8,2,1,0,0,0,0,0,0,0,7,-2.986071354684155,-10.413668372665123,-3.445466947712486,-12.015771199228988
73,2/8/19 19:30,2/8/19 20:29,25,1,2019-02-08 19:00:00,2019-02-08 19:30:00,2019-02-08 20:29:00,0.0,-15,92,52,0.0,1026,-7,7,0,0,0,0,0,0,0,0,0,0,8,-0.3974664902229354,-11.381951085495256,-0.49440953661877324,-14.158036716103855,1.3,-16,78,55,0.0,1015,-9,5,1,0,0,0,0,0,0,0,7,-1.961092452481162,-10.08894605210099,-2.385112442206818,-12.270339793095799
73,2/8/19 20:55,2/8/19 21:54,52,2,2019-02-08 20:00:00,2019-02-08 20:55:00,2019-02-08 21:54:00,0.0,-15,96,51,0.0,1027,-8,10,0,0,0,0,0,0,0,0,0,0,7,0.19391562708092366,-11.109418835071013,0.2423945338511546,-13.886773543838768,1.3,-17,83,55,0.0,1016,-10,7,0,0,0,0,0,0,0,0,7,-1.0452846326765335,-9.945218953682733,-1.3066057908456667,-12.431523692103417
73,2/8/19 9:20,2/8/19 10:19,74,2,2019-02-08 09:00:00,2019-02-08 09:20:00,2019-02-08 10:19:00,0.0,-9,80,64,0.0,1014,-3,7,0,0,0,0,0,0,0,0,0,0,6,-4.449993407794508,-10.483527497652792,-5.860966927339107,-13.807572801786604,1.3,-2,86,81,0.6,1005,-1,8,0,0,0,0,0,0,0,0,1,-7.938566201357354,-4.583333333333334,-11.30644277163017,-6.5277777777777795
26,2/9/19 10:00,2/9/19 10:59,0,0,2019-02-09 10:00:00,2019-02-09 10:00:00,2019-02-09 10:59:00,0.0,-16,61,54,0.0,1041,-9,18,0,0,0,0,0,0,0,0,0,0,7,3.3333333333333335,-5.773502691896257,4.583333333333333,-7.938566201357354,0.0,-19,80,64,0.0,1035,-15,20,0,0,0,0,0,0,0,0,4,1.5816719422931849,-5.902880049544305,2.875767167805791,-10.732509180989647
73,3/1/19 10:30,3/1/19 11:29,36,2,2019-03-01 10:00:00,2019-03-01 10:30:00,2019-03-01 11:29:00,0.0,-11,8,65,0.0,1025,-5,10,0,0,0,0,0,0,0,0,0,0,6,3.453982050919871,2.796979515777055,1.2952432690949516,1.0488673184163957,0.0,-14,27,70,0.0,1022,-10,10,0,0,0,0,0,0,0,0,4,-3.320648993639152,-0.2905191424921932,-2.2137659957594344,-0.19367942832812876
73,3/1/19 10:30,3/1/19 11:29,36,2,2019-03-01 10:00:00,2019-03-01 10:30:00,2019-03-01 11:29:00,0.0,-11,8,65,0.0,1025,-5,10,0,0,0,0,0,0,0,0,0,0,6,3.453982050919871,2.796979515777055,1.2952432690949516,1.0488673184163957,0.0,-14,27,70,0.0,1022,-10,10,0,0,0,0,0,0,0,0,4,-3.320648993639152,-0.2905191424921932,-2.2137659957594344,-0.19367942832812876
73,3/1/19 17:00,3/1/19 17:59,22,1,2019-03-01 17:00:00,2019-03-01 17:00:00,2019-03-01 17:59:00,0.0,-10,24,56,0.0,1023,-4,10,0,0,0,0,0,0,0,0,0,0,6,0.2035803974312563,5.8297798242780585,0.09694304639583633,2.7760856306085993,0.0,-12,23,60,0.0,1024,-7,10,0,0,0,0,0,0,0,0,5,-2.475670171853926,0.34793275240016436,-2.7507446353932505,0.38659194711129374
73,3/1/19 17:00,3/1/19 17:59,22,1,2019-03-01 17:00:00,2019-03-01 17:00:00,2019-03-01 17:59:00,0.0,-10,24,56,0.0,1023,-4,10,0,0,0,0,0,0,0,0,0,0,6,0.2035803974312563,5.8297798242780585,0.09694304639583633,2.7760856306085993,0.0,-12,23,60,0.0,1024,-7,10,0,0,0,0,0,0,0,0,5,-2.475670171853926,0.34793275240016436,-2.7507446353932505,0.38659194711129374
73,3/1/19 17:30,3/1/19 18:29,4,0,2019-03-01 17:00:00,2019-03-01 17:30:00,2019-03-01 18:29:00,0.0,-10,24,56,0.0,1023,-4,10,0,0,0,0,0,0,0,0,0,0,6,0.2035803974312563,5.8297798242780585,0.09694304639583633,2.7760856306085993,0.0,-12,23,60,0.0,1024,-7,10,0,0,0,0,0,0,0,0,5,-2.475670171853926,0.34793275240016436,-2.7507446353932505,0.38659194711129374
73,3/1/19 17:30,3/1/19 18:29,4,0,2019-03-01 17:00:00,2019-03-01 17:30:00,2019-03-01 18:29:00,0.0,-10,24,56,0.0,1023,-4,10,0,0,0,0,0,0,0,0,0,0,6,0.2035803974312563,5.8297798242780585,0.09694304639583633,2.7760856306085993,0.0,-12,23,60,0.0,1024,-7,10,0,0,0,0,0,0,0,0,5,-2.475670171853926,0.34793275240016436,-2.7507446353932505,0.38659194711129374
73,3/1/19 18:00,3/1/19 18:59,9,1,2019-03-01 18:00:00,2019-03-01 18:00:00,2019-03-01 18:59:00,0.0,-10,22,58,0.0,1023,-5,10,0,0,0,0,0,0,0,0,0,0,5,0.7109045031966936,5.789852551241045,0.40623114468382493,3.30848717213774,0.0,-12,29,61,0.0,1025,-7,10,0,0,0,0,0,0,0,0,5,-1.8691199643245084,0.5359615251997215,-2.6701713776064406,0.765659321713888
73,3/1/19 18:00,3/1/19 18:59,9,1,2019-03-01 18:00:00,2019-03-01 18:00:00,2019-03-01 18:59:00,0.0,-10,22,58,0.0,1023,-5,10,0,0,0,0,0,0,0,0,0,0,5,0.7109045031966936,5.789852551241045,0.40623114468382493,3.30848717213774,0.0,-12,29,61,0.0,1025,-7,10,0,0,0,0,0,0,0,0,5,-1.8691199643245084,0.5359615251997215,-2.6701713776064406,0.765659321713888
73,3/1/19 18:35,3/1/19 19:34,7,1,2019-03-01 18:00:00,2019-03-01 18:35:00,2019-03-01 19:34:00,0.0,-10,22,58,0.0,1023,-5,10,0,0,0,0,0,0,0,0,0,0,5,0.7109045031966936,5.789852551241045,0.40623114468382493,3.30848717213774,0.0,-12,29,61,0.0,1025,-7,10,0,0,0,0,0,0,0,0,5,-1.8691199643245084,0.5359615251997215,-2.6701713776064406,0.765659321713888
73,3/1/19 18:35,3/1/19 19:34,7,1,2019-03-01 18:00:00,2019-03-01 18:35:00,2019-03-01 19:34:00,0.0,-10,22,58,0.0,1023,-5,10,0,0,0,0,0,0,0,0,0,0,5,0.7109045031966936,5.789852551241045,0.40623114468382493,3.30848717213774,0.0,-12,29,61,0.0,1025,-7,10,0,0,0,0,0,0,0,0,5,-1.8691199643245084,0.5359615251997215,-2.6701713776064406,0.765659321713888
73,3/1/19 19:30,3/1/19 20:29,3,0,2019-03-01 19:00:00,2019-03-01 19:30:00,2019-03-01 20:29:00,0.0,-9,21,62,0.0,1022,-6,10,0,0,0,0,0,0,0,0,0,0,3,1.718276370746105,4.9902369267741715,1.0852271815238559,3.151728585331056,0.0,-12,47,64,0.0,1025,-7,10,0,0,0,0,0,0,0,0,5,-1.9245008972987527,1.111111111111111,-2.405626121623441,1.3888888888888886
73,3/1/19 19:30,3/1/19 20:29,3,0,2019-03-01 19:00:00,2019-03-01 19:30:00,2019-03-01 20:29:00,0.0,-9,21,62,0.0,1022,-6,10,0,0,0,0,0,0,0,0,0,0,3,1.718276370746105,4.9902369267741715,1.0852271815238559,3.151728585331056,0.0,-12,47,64,0.0,1025,-7,10,0,0,0,0,0,0,0,0,5,-1.9245008972987527,1.111111111111111,-2.405626121623441,1.3888888888888886
73,3/1/19 20:55,3/1/19 21:54,20,1,2019-03-01 20:00:00,2019-03-01 20:55:00,2019-03-01 21:54:00,0.0,-8,20,67,0.0,1022,-7,10,0,0,0,0,0,0,0,0,0,0,1,2.4321242426308123,4.047734475537752,1.859859714952974,3.095326363646516,0.0,-12,65,66,0.0,1025,-8,10,0,0,0,0,0,0,0,0,4,-1.5713484026367721,1.5713484026367726,-2.1606040536255615,2.160604053625562
73,3/1/19 20:55,3/1/19 21:54,20,1,2019-03-01 20:00:00,2019-03-01 20:55:00,2019-03-01 21:54:00,0.0,-8,20,67,0.0,1022,-7,10,0,0,0,0,0,0,0,0,0,0,1,2.4321242426308123,4.047734475537752,1.859859714952974,3.095326363646516,0.0,-12,65,66,0.0,1025,-8,10,0,0,0,0,0,0,0,0,4,-1.5713484026367721,1.5713484026367726,-2.1606040536255615,2.160604053625562
73,3/1/19 9:20,3/1/19 10:19,33,2,2019-03-01 09:00:00,2019-03-01 09:20:00,2019-03-01 10:19:00,0.0,-11,5,68,0.0,1026,-6,10,0,0,0,0,0,0,0,0,0,0,5,3.605714989981951,1.456803418839658,1.545306424277979,0.6243443223598534,0.0,-15,37,73,0.0,1022,-12,10,0,0,0,0,0,0,0,0,3,-2.771011250721734,-0.19376798262256897,-1.939707875505214,-0.13563758783579827
73,3/1/19 9:20,3/1/19 10:19,33,2,2019-03-01 09:00:00,2019-03-01 09:20:00,2019-03-01 10:19:00,0.0,-11,5,68,0.0,1026,-6,10,0,0,0,0,0,0,0,0,0,0,5,3.605714989981951,1.456803418839658,1.545306424277979,0.6243443223598534,0.0,-15,37,73,0.0,1022,-12,10,0,0,0,0,0,0,0,0,3,-2.771011250721734,-0.19376798262256897,-1.939707875505214,-0.13563758783579827
72,3/10/19 10:20,3/10/19 11:19,14,1,2019-03-10 10:00:00,2019-03-10 10:20:00,2019-03-10 11:19:00,0.0,3,82,86,0.6,1002,5,8,0,0,0,0,0,0,0,0,0,0,2,-8.039164783725903,-3.0859462321956426,-14.263034293707248,-5.475065895830979,3.4,-10,100,77,0.2,1019,-7,5,1,0,0,1,0,0,0,0,3,-0.9010424781670171,4.635461699613969,-2.38511244220681,12.2703397930958
72,3/10/19 10:20,3/10/19 11:19,14,1,2019-03-10 10:00:00,2019-03-10 10:20:00,2019-03-10 11:19:00,0.0,3,82,86,0.6,1002,5,8,0,0,0,0,0,0,0,0,0,0,2,-8.039164783725903,-3.0859462321956426,-14.263034293707248,-5.475065895830979,3.4,-10,100,77,0.2,1019,-7,5,1,0,0,1,0,0,0,0,3,-0.9010424781670171,4.635461699613969,-2.38511244220681,12.2703397930958
72,3/10/19 11:10,3/10/19 12:09,18,1,2019-03-10 11:00:00,2019-03-10 11:10:00,2019-03-10 12:09:00,0.0,3,77,83,0.3,1003,5,9,0,0,0,0,0,0,0,0,0,0,2,-7.538205299168232,-4.710393459850709,-12.956290357945399,-8.095988759118407,3.4,-8,100,78,1.3,1017,-6,4,1,1,0,0,1,0,0,0,2,-0.7387183071344243,4.66408383058815,-1.955430813002888,12.34610425743922
72,3/10/19 11:10,3/10/19 12:09,18,1,2019-03-10 11:00:00,2019-03-10 11:10:00,2019-03-10 12:09:00,0.0,3,77,83,0.3,1003,5,9,0,0,0,0,0,0,0,0,0,0,2,-7.538205299168232,-4.710393459850709,-12.956290357945399,-8.095988759118407,3.4,-8,100,78,1.3,1017,-6,4,1,1,0,0,1,0,0,0,2,-0.7387183071344243,4.66408383058815,-1.955430813002888,12.34610425743922
72,3/10/19 12:25,3/10/19 13:24,0,2,2019-03-10 12:00:00,2019-03-10 12:25:00,2019-03-10 13:24:00,0.0,2,72,81,0.4,1003,5,9,0,0,0,0,0,0,0,0,0,0,3,-6.812160900209447,-6.1336972249562,-11.560030618537244,-10.408698321137795,3.4,-7,100,80,1.8,1015,-5,2,1,0,0,0,0,0,0,0,2,-0.5754941216354182,4.6870234938617985,-1.5233667925643422,12.406826895516526
72,3/10/19 12:25,3/10/19 13:24,0,2,2019-03-10 12:00:00,2019-03-10 12:25:00,2019-03-10 13:24:00,0.0,2,72,81,0.4,1003,5,9,0,0,0,0,0,0,0,0,0,0,3,-6.812160900209447,-6.1336972249562,-11.560030618537244,-10.408698321137795,3.4,-7,100,80,1.8,1015,-5,2,1,0,0,0,0,0,0,0,2,-0.5754941216354182,4.6870234938617985,-1.5233667925643422,12.406826895516526
72,3/10/19 13:45,3/10/19 14:44,39,2,2019-03-10 13:00:00,2019-03-10 13:45:00,2019-03-10 14:44:00,0.0,2,82,78,0.2,1004,5,10,0,0,0,0,0,0,0,0,0,0,3,-6.678230711206284,-6.6782307112062815,-10.999438818457408,-10.999438818457405,3.4,-5,100,83,0.9,1013,-4,3,0,0,1,0,0,0,0,0,1,-1.5430728860366656,5.047163989804909,-3.329788859342279,10.891248609579016
72,3/10/19 13:45,3/10/19 14:44,39,2,2019-03-10 13:00:00,2019-03-10 13:45:00,2019-03-10 14:44:00,0.0,2,82,78,0.2,1004,5,10,0,0,0,0,0,0,0,0,0,0,3,-6.678230711206284,-6.6782307112062815,-10.999438818457408,-10.999438818457405,3.4,-5,100,83,0.9,1013,-4,3,0,0,1,0,0,0,0,0,1,-1.5430728860366656,5.047163989804909,-3.329788859342279,10.891248609579016
72,3/10/19 14:45,3/10/19 15:44,5,0,2019-03-10 14:00:00,2019-03-10 14:45:00,2019-03-10 15:44:00,0.0,1,91,75,0.0,1005,5,10,0,0,0,0,0,0,0,0,0,0,4,-6.630539611718739,-7.1103832101863755,-10.608863378749984,-11.376613136298202,3.4,-4,100,85,1.9,1010,-2,5,0,0,1,0,0,0,0,0,2,-2.648277915147356,5.197538057765479,-4.792121941695216,9.405068866432773
72,3/10/19 14:45,3/10/19 15:44,5,0,2019-03-10 14:00:00,2019-03-10 14:45:00,2019-03-10 15:44:00,0.0,1,91,75,0.0,1005,5,10,0,0,0,0,0,0,0,0,0,0,4,-6.630539611718739,-7.1103832101863755,-10.608863378749984,-11.376613136298202,3.4,-4,100,85,1.9,1010,-2,5,0,0,1,0,0,0,0,0,2,-2.648277915147356,5.197538057765479,-4.792121941695216,9.405068866432773
72,3/10/19 15:35,3/10/19 16:34,17,1,2019-03-10 15:00:00,2019-03-10 15:35:00,2019-03-10 16:34:00,0.0,0,100,71,0.0,1006,5,10,0,0,0,0,0,0,0,0,0,0,5,-6.378351670741047,-7.337454252165835,-10.205362673185675,-11.739926803465337,3.4,-2,100,88,2.5,1008,-1,6,0,0,1,0,0,0,0,0,1,-3.8449293145825316,5.10239353641326,-5.8509793917560255,7.764511903237569
72,3/10/19 15:35,3/10/19 16:34,17,1,2019-03-10 15:00:00,2019-03-10 15:35:00,2019-03-10 16:34:00,0.0,0,100,71,0.0,1006,5,10,0,0,0,0,0,0,0,0,0,0,5,-6.378351670741047,-7.337454252165835,-10.205362673185675,-11.739926803465337,3.4,-2,100,88,2.5,1008,-1,6,0,0,1,0,0,0,0,0,1,-3.8449293145825316,5.10239353641326,-5.8509793917560255,7.764511903237569
72,3/10/19 16:15,3/10/19 17:14,7,1,2019-03-10 16:00:00,2019-03-10 16:15:00,2019-03-10 17:14:00,0.0,0,100,71,0.0,1006,5,10,1,1,0,0,0,0,0,0,0,0,5,-5.714578841732378,-7.865443000867543,-9.143326146771805,-12.58470880138807,3.4,-4,100,81,1.3,1009,-2,6,0,0,0,0,0,0,0,0,2,-5.0518148554092255,2.916666666666666,-8.419691425682043,4.86111111111111
72,3/10/19 16:15,3/10/19 17:14,7,1,2019-03-10 16:00:00,2019-03-10 16:15:00,2019-03-10 17:14:00,0.0,0,100,71,0.0,1006,5,10,1,1,0,0,0,0,0,0,0,0,5,-5.714578841732378,-7.865443000867543,-9.143326146771805,-12.58470880138807,3.4,-4,100,81,1.3,1009,-2,6,0,0,0,0,0,0,0,0,2,-5.0518148554092255,2.916666666666666,-8.419691425682043,4.86111111111111
72,3/10/19 17:00,3/10/19 17:59,0,2,2019-03-10 17:00:00,2019-03-10 17:00:00,2019-03-10 17:59:00,0.0,0,100,70,0.0,1007,5,10,1,1,0,0,0,0,0,0,0,0,5,-5.007314617181085,-8.33357097904831,-7.8686372555702775,-13.09561153850449,3.4,-6,100,74,1.6,1011,-3,7,0,0,1,0,0,0,0,0,3,-5.501489270786501,0.7731838942225875,-9.352531760337053,1.3144126201783988
72,3/10/19 17:00,3/10/19 17:59,0,2,2019-03-10 17:00:00,2019-03-10 17:00:00,2019-03-10 17:59:00,0.0,0,100,70,0.0,1007,5,10,1,1,0,0,0,0,0,0,0,0,5,-5.007314617181085,-8.33357097904831,-7.8686372555702775,-13.09561153850449,3.4,-6,100,74,1.6,1011,-3,7,0,0,1,0,0,0,0,0,3,-5.501489270786501,0.7731838942225875,-9.352531760337053,1.3144126201783988
72,3/10/19 17:45,3/10/19 18:44,73,2,2019-03-10 17:00:00,2019-03-10 17:45:00,2019-03-10 18:44:00,0.0,0,100,70,0.0,1007,5,10,1,1,0,0,0,0,0,0,0,0,5,-5.007314617181085,-8.33357097904831,-7.8686372555702775,-13.09561153850449,3.4,-6,100,74,1.6,1011,-3,7,0,0,1,0,0,0,0,0,3,-5.501489270786501,0.7731838942225875,-9.352531760337053,1.3144126201783988
72,3/10/19 17:45,3/10/19 18:44,73,2,2019-03-10 17:00:00,2019-03-10 17:45:00,2019-03-10 18:44:00,0.0,0,100,70,0.0,1007,5,10,1,1,0,0,0,0,0,0,0,0,5,-5.007314617181085,-8.33357097904831,-7.8686372555702775,-13.09561153850449,3.4,-6,100,74,1.6,1011,-3,7,0,0,1,0,0,0,0,0,3,-5.501489270786501,0.7731838942225875,-9.352531760337053,1.3144126201783988
72,3/10/19 18:55,3/10/19 19:54,74,2,2019-03-10 18:00:00,2019-03-10 18:55:00,2019-03-10 19:54:00,0.0,-1,100,69,0.0,1008,5,10,1,1,1,0,0,0,0,0,0,0,6,-4.413796525245595,-8.662563429609131,-6.935965968243078,-13.612599675100064,3.4,-8,100,68,2.2,1012,-4,7,0,0,0,0,0,0,0,0,4,-5.1210052220122035,-1.2768100045538007,-9.163904081495522,-2.2848179028857487
72,3/10/19 18:55,3/10/19 19:54,74,2,2019-03-10 18:00:00,2019-03-10 18:55:00,2019-03-10 19:54:00,0.0,-1,100,69,0.0,1008,5,10,1,1,1,0,0,0,0,0,0,0,6,-4.413796525245595,-8.662563429609131,-6.935965968243078,-13.612599675100064,3.4,-8,100,68,2.2,1012,-4,7,0,0,0,0,0,0,0,0,4,-5.1210052220122035,-1.2768100045538007,-9.163904081495522,-2.2848179028857487
72,3/10/19 19:59,3/10/19 20:58,9,1,2019-03-10 19:00:00,2019-03-10 19:59:00,2019-03-10 20:58:00,0.0,-1,100,70,0.0,1009,4,9,1,1,1,0,0,0,0,0,0,0,5,-3.9913946942177216,-8.559573544235025,-6.456667887705138,-13.846368968615483,3.4,-8,100,69,1.1,1012,-5,6,1,1,0,0,0,0,0,0,3,-4.667902132486008,-1.7918397477265022,-9.335804264972015,-3.5836794954530045
72,3/10/19 19:59,3/10/19 20:58,9,1,2019-03-10 19:00:00,2019-03-10 19:59:00,2019-03-10 20:58:00,0.0,-1,100,70,0.0,1009,4,9,1,1,1,0,0,0,0,0,0,0,5,-3.9913946942177216,-8.559573544235025,-6.456667887705138,-13.846368968615483,3.4,-8,100,69,1.1,1012,-5,6,1,1,0,0,0,0,0,0,3,-4.667902132486008,-1.7918397477265022,-9.335804264972015,-3.5836794954530045
72,3/10/19 20:55,3/10/19 21:54,0,2,2019-03-10 20:00:00,2019-03-10 20:55:00,2019-03-10 21:54:00,0.0,-1,100,71,0.0,1010,4,8,1,1,0,0,0,0,0,0,0,0,5,-3.690238435732031,-8.693656949273047,-5.860966927339107,-13.807572801786604,3.4,-8,100,70,1.3,1012,-6,5,0,1,0,0,0,0,0,0,2,-4.45503262094184,-2.2699524986977315,-9.405068866432774,-4.7921219416952106
72,3/10/19 20:55,3/10/19 21:54,0,2,2019-03-10 20:00:00,2019-03-10 20:55:00,2019-03-10 21:54:00,0.0,-1,100,71,0.0,1010,4,8,1,1,0,0,0,0,0,0,0,0,5,-3.690238435732031,-8.693656949273047,-5.860966927339107,-13.807572801786604,3.4,-8,100,70,1.3,1012,-6,5,0,1,0,0,0,0,0,0,2,-4.45503262094184,-2.2699524986977315,-9.405068866432774,-4.7921219416952106
72,3/10/19 21:45,3/10/19 22:44,41,2,2019-03-10 21:00:00,2019-03-10 21:45:00,2019-03-10 22:44:00,0.0,-1,100,73,0.0,1011,3,7,1,1,0,0,0,0,0,0,0,0,4,-3.1351846471519687,-8.613849023870825,-5.13030214988504,-14.095389311788622,3.4,-8,100,71,1.8,1012,-7,5,0,1,0,0,0,0,0,0,1,-3.9148996481765868,-2.6406331552785263,-8.981240369346287,-6.057923120933089
72,3/10/19 21:45,3/10/19 22:44,41,2,2019-03-10 21:00:00,2019-03-10 21:45:00,2019-03-10 22:44:00,0.0,-1,100,73,0.0,1011,3,7,1,1,0,0,0,0,0,0,0,0,4,-3.1351846471519687,-8.613849023870825,-5.13030214988504,-14.095389311788622,3.4,-8,100,71,1.8,1012,-7,5,0,1,0,0,0,0,0,0,1,-3.9148996481765868,-2.6406331552785263,-8.981240369346287,-6.057923120933089
72,3/10/19 9:00,3/10/19 9:59,4,0,2019-03-10 09:00:00,2019-03-10 09:00:00,2019-03-10 09:59:00,0.0,3,86,89,1.2,1002,5,8,0,0,0,0,0,0,0,0,0,0,2,-8.180226528730534,-1.5900749614712064,-14.72440775171496,-2.862134930648171,3.4,-11,100,75,0.4,1020,-9,7,1,0,0,0,0,0,0,0,2,-1.1424089514428757,4.581952040747761,-3.0912242215513106,12.398223169082177
72,3/10/19 9:00,3/10/19 9:59,4,0,2019-03-10 09:00:00,2019-03-10 09:00:00,2019-03-10 09:59:00,0.0,3,86,89,1.2,1002,5,8,0,0,0,0,0,0,0,0,0,0,2,-8.180226528730534,-1.5900749614712064,-14.72440775171496,-2.862134930648171,3.4,-11,100,75,0.4,1020,-9,7,1,0,0,0,0,0,0,0,2,-1.1424089514428757,4.581952040747761,-3.0912242215513106,12.398223169082177
69,3/11/19 10:30,3/11/19 11:29,18,1,2019-03-11 10:00:00,2019-03-11 10:30:00,2019-03-11 11:29:00,0.0,-4,80,68,0.0,1018,1,10,0,0,0,0,0,0,0,0,0,0,5,-1.4797815489697183e-15,-8.055555555555555,-2.041077998578922e-15,-11.11111111111111,3.3,-3,100,81,0.1,1007,-1,2,1,0,0,0,0,0,0,0,2,-1.3440105311092656,-5.390531812644425,-2.6208205356630683,-10.511537034656628
69,3/11/19 10:30,3/11/19 11:29,18,1,2019-03-11 10:00:00,2019-03-11 10:30:00,2019-03-11 11:29:00,0.0,-4,80,68,0.0,1018,1,10,0,0,0,0,0,0,0,0,0,0,5,-1.4797815489697183e-15,-8.055555555555555,-2.041077998578922e-15,-11.11111111111111,3.3,-3,100,81,0.1,1007,-1,2,1,0,0,0,0,0,0,0,2,-1.3440105311092656,-5.390531812644425,-2.6208205356630683,-10.511537034656628
69,3/11/19 11:35,3/11/19 12:34,5,0,2019-03-11 11:00:00,2019-03-11 11:35:00,2019-03-11 12:34:00,0.0,-4,88,66,0.0,1019,1,10,0,0,0,0,0,0,0,0,0,0,5,0.281134834547927,-8.050648328764938,0.3780778809437639,-10.826733959373538,3.3,-4,100,79,0.1,1007,-1,2,1,0,0,0,0,0,0,0,3,-0.6093467170257358,-4.962730758206611,-1.286398624832109,-10.476876045102845
